Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume)
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),863493
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),143543
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),282502
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),267285
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),889015
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),170068
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),276140
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),280958
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),754584
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),77351
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),286402
All Vehicles - StL All Vehicles Volume,Destination,19,CHAMPAIGN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),224923
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),48078
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),8065
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),15424
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),15466
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),48603
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),8955
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),14503
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),16592
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),43910
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),5936
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),16788
All Vehicles - StL All Vehicles Volume,Destination,191,WAYNE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),12007
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),49518
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),8427
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),15641
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),15699
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),50885
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),9614
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),15230
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),16994
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),43178
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),5228
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),15823
All Vehicles - StL All Vehicles Volume,Destination,193,WHITE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),12008
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),232447
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),39072
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),72601
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),75522
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),238148
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),44116
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),68855
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),81609
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),204701
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),25583
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),78444
All Vehicles - StL All Vehicles Volume,Destination,195,WHITESIDE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),58066
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2450464
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),372403
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),734022
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),801632
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2490829
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),425700
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),679503
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),852879
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2255639
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),234260
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),849027
All Vehicles - StL All Vehicles Volume,Destination,197,WILL,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),663455
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),229752
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),36709
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),73178
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),75025
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),233287
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),42682
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),69022
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),79530
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),205929
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),21258
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),79706
All Vehicles - StL All Vehicles Volume,Destination,199,WILLIAMSON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),60472
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1163826
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),186682
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),368590
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),375955
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1179679
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),215138
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),344296
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),396196
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1059502
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),113470
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),413240
All Vehicles - StL All Vehicles Volume,Destination,201,WINNEBAGO,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),312872
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),121431
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),20056
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),33830
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),41765
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),124082
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),22380
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),30787
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),45620
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),109756
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),14144
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),40206
All Vehicles - StL All Vehicles Volume,Destination,203,WOODFORD,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),31505
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),100065
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),15641
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),29831
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),33558
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),100419
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),17650
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),27561
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),35693
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),92350
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),10088
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),34331
All Vehicles - StL All Vehicles Volume,Destination,21,CHRISTIAN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),26642
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),64174
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),9958
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),20535
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),20616
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),63711
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),10711
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),19142
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),21510
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),61075
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),7854
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),22949
All Vehicles - StL All Vehicles Volume,Destination,23,CLARK,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),17357
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),46771
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),8067
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),14595
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),14788
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),48809
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),9357
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),14461
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),16051
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),39242
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),4640
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),14184
All Vehicles - StL All Vehicles Volume,Destination,25,CLAY,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),11209
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),134074
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),20657
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),38678
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),45553
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),129728
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),22704
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),33048
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),47582
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),134553
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),15061
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),49887
All Vehicles - StL All Vehicles Volume,Destination,27,CLINTON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),38426
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),187308
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),31420
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),61283
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),58740
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),191643
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),36058
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),58839
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),62695
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),166014
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),19529
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),63838
All Vehicles - StL All Vehicles Volume,Destination,29,COLES,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),47473
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),15380
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),2474
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),4671
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),4421
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),15482
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),2832
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),4589
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),4548
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),14577
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),1687
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),4855
All Vehicles - StL All Vehicles Volume,Destination,3,ALEXANDER,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),3922
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),15257450
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),2524502
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),4453076
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),4711424
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),15481817
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),2981950
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),4188165
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),4922174
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),14085248
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),1394466
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),4963908
All Vehicles - StL All Vehicles Volume,Destination,31,COOK,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),4096418
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),58824
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),10540
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),18978
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),18479
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),61406
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),12275
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),18713
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),20076
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),50035
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),6362
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),18834
All Vehicles - StL All Vehicles Volume,Destination,33,CRAWFORD,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),14418
All Vehicles - StL All Vehicles Volume,Destination,35,CUMBERLAND,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),24448
All Vehicles - StL All Vehicles Volume,Destination,35,CUMBERLAND,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),3925
All Vehicles - StL All Vehicles Volume,Destination,35,CUMBERLAND,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),6785
All Vehicles - StL All Vehicles Volume,Destination,35,CUMBERLAND,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),8252
All Vehicles - StL All Vehicles Volume,Destination,35,CUMBERLAND,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),24287
